Observations,Brand preferences,Total sales,Fuel types,trim,body,transmission
9/1/1991,Tata motors,14.65,Ethanol,740i,Sedan,automatic
1/1/1992,Kia Corporation,14.65,Bio Diesel,335is,Convertible,automatic
1/1/1992,BYD,14.65,Bio Diesel,328i,Convertible,automatic
1/1/1992,Tesla,14.662,Ethanol,650i,Convertible,automatic
1/1/1992,Mahindra,14.662,Gasoline,135i,Coupe,automatic
2/1/1992,Suzuki,14.662,Gasoline,640i,Coupe,automatic
2/1/1992,Tesla,14.662,Gasoline,Base,Sedan,automatic
2/1/1992,Toyot+B2:B85a,14.668,Ethanol,535i,Sedan,automatic
2/1/1992,Suzuki,14.668,Ethanol,740i,Sedan,automatic
3/1/1992,Tata motors,14.668,Ethanol,650i,Convertible,automatic
3/1/1992,Mahindra,14.668,Diesel,328i,Convertible,automatic
3/1/1992,Toyota,14.673,Diesel,,,automatic
3/1/1992,Suzuki,14.673,Gasoline,Base,Sedan,automatic
4/1/1992,Mahindra,14.673,Gasoline,528i,Sedan,automatic
4/1/1992,Hyundai,14.673,Gasoline,740Li,Sedan,automatic
4/1/1992,Nissan,14.681,Bio Diesel,750li,,automatic
4/1/1992,Nissan,14.681,Ethanol,528i xDrive,Sedan,automatic
5/1/1992,Mahindra,14.681,Gasoline,Premium Plus quattro,Sedan,automatic
5/1/1992,Mahindra,14.695,Bio Diesel,Premium quattro,Sedan,automatic
5/1/1992,Suzuki,14.695,Bio Diesel,335i,Coupe,automatic
5/1/1992,Xiaomi,14.695,Ethanol,528i,Sedan,automatic
5/1/1992,Tesla,14.695,Gasoline,528i,Sedan,automatic
5/1/1992,BYD,14.697,Gasoline,528i,Sedan,automatic
6/1/1992,Toyota,14.697,Gasoline,640i,Convertible,automatic
6/1/1992,Suzuki,14.697,Ethanol,328i,Sedan,automatic
6/1/1992,Mahindra,14.7,Ethanol,528i,Sedan,automatic
6/1/1992,Hyundai,14.7,Ethanol,2.0T Premium quattro,Coupe,automatic
6/1/1992,BYD,14.7,Gasoline,528i,Sedan,automatic
6/1/1992,Kia Corporation,14.7,Gasoline,528i,Sedan,automatic
6/1/1992,Toyota,14.709,Ethanol,Base,Sedan,automatic
6/1/1992,Suzuki,14.709,Ethanol,528i,Sedan,automatic
6/1/1992,Kia Corporation,14.709,Gasoline,335i,Coupe,automatic
6/1/1992,Toyota,14.709,Ethanol,535i,Sedan,automatic
6/1/1992,Suzuki,14.733,Ethanol,128i,Convertible,automatic
6/1/1992,Tata motors,14.733,Ethanol,Special Edition,Sedan,automatic
7/1/1992,Nissan,14.733,Diesel,328i,Convertible,automatic
7/1/1992,Nissan,14.742,Diesel,328i,Convertible,automatic
7/1/1992,Mahindra,14.742,Gasoline,Special Edition,Sedan,automatic
7/1/1992,Suzuki,14.742,Gasoline,750i,,automatic
7/1/1992,Tata motors,14.742,Ethanol,750li,,automatic
7/1/1992,Mahindra,14.754,Diesel,328i,Convertible,automatic
7/1/1992,Toyota,14.754,Diesel,328i,Convertible,automatic
7/1/1992,Suzuki,14.754,Gasoline,335i,Convertible,automatic
7/1/1992,Mahindra,14.758,Diesel,,,automatic
7/1/1992,Toyota,14.758,Diesel,750i,,automatic
7/1/1992,Suzuki,14.758,Gasoline,650i,Convertible,automatic
7/1/1992,Mahindra,14.758,Gasoline,740Li,Sedan,automatic
8/1/1992,Xiaomi,14.769,Gasoline,Base,Sedan,automatic
8/1/1992,Tesla,14.769,Bio Diesel,,,automatic
8/1/1992,BYD,14.769,Ethanol,640i,Convertible,automatic
8/1/1992,Mahindra,14.774,Gasoline,Base,Sedan,automatic
8/1/1992,Hyundai,14.774,Gasoline,128i,Coupe,manual
8/1/1992,Nissan,14.774,Bio Diesel,740Li,Sedan,automatic
8/1/1992,Nissan,14.774,Ethanol,Technology Package,SUV,
8/1/1992,Hyundai,14.789,Gasoline,Base,Convertible,automatic
8/1/1992,Nissan,14.789,Bio Diesel,328i,Sedan,automatic
8/1/1992,Nissan,14.789,Ethanol,550i,Sedan,automatic
9/1/1992,Mahindra,14.789,Bio Diesel,650i,Convertible,automatic
9/1/1992,Suzuki,14.793,Bio Diesel,328i,Coupe,automatic
9/1/1992,Xiaomi,14.793,Ethanol,750li,,automatic
9/1/1992,Tesla,14.793,Gasoline,640i,Convertible,automatic
1/1/1993,Mahindra,14.793,Bio Diesel,650i xDrive,Convertible,automatic
1/1/1993,Suzuki,14.796,Bio Diesel,650i,Convertible,automatic
1/1/1993,Xiaomi,14.796,Ethanol,650i,Convertible,automatic
1/1/1993,Tesla,14.796,Gasoline,750i,,automatic
2/1/1993,BYD,14.796,Gasoline,128i,Convertible,automatic
2/1/1993,Kia Corporation,14.799,Gasoline,S,Hatchback,manual
2/1/1993,Toyota,14.799,Ethanol,2.0T Premium quattro,Coupe,automatic
2/1/1993,Suzuki,14.799,Ethanol,528i,Sedan,automatic
3/1/1993,Tata motors,14.799,Ethanol,328i,Sedan,
3/1/1993,Mahindra,14.801,Diesel,528i,Sedan,automatic
3/1/1993,Toyota,14.801,Diesel,Base,Convertible,automatic
3/1/1993,Suzuki,14.801,Gasoline,740i,Sedan,automatic
4/1/1993,Mahindra,14.801,Gasoline,335i,Coupe,manual
4/1/1993,Hyundai,14.806,Gasoline,328i,Convertible,automatic
4/1/1993,Nissan,14.806,Bio Diesel,535i,Sedan,automatic
4/1/1993,Nissan,14.806,Ethanol,328i,Sedan,automatic
5/1/1993,Mahindra,14.806,Bio Diesel,650i,Convertible,automatic
5/1/1993,Suzuki,14.812,Bio Diesel,128i,Convertible,automatic
5/1/1993,Xiaomi,14.812,Ethanol,335i,Coupe,manual
5/1/1993,Tesla,14.812,Gasoline,650i,Convertible,automatic
6/1/1993,BYD,14.812,Gasoline,750i,,automatic
6/1/1993,Kia Corporation,14.822,Gasoline,650i,Convertible,automatic
6/1/1993,Toyota,14.822,Ethanol,Base,Convertible,automatic
6/1/1993,Suzuki,14.822,Ethanol,740Li,Sedan,automatic
7/1/1993,Tata motors,14.822,Gasoline,Special Edition,Sedan,automatic
7/1/1993,Mahindra,14.83,Gasoline,Technology Package,Sedan,automatic
7/1/1993,Toyota,14.83,Ethanol,,,automatic
7/1/1993,Suzuki,14.83,Ethanol,535i,Sedan,automatic
8/1/1993,Mahindra,14.856,Ethanol,328i,Coupe,automatic
8/1/1993,Hyundai,14.856,Diesel,Technology Package,SUV,automatic
8/1/1993,Nissan,14.856,Diesel,650i,Convertible,
8/1/1993,Nissan,14.856,Gasoline,Base,Sedan,automatic
9/1/1993,Mahindra,14.859,Gasoline,535i,Sedan,automatic
9/1/1993,Suzuki,14.859,Gasoline,328i,Coupe,automatic
9/1/1993,Xiaomi,14.859,Bio Diesel,328i,Convertible,automatic
9/1/1993,Tesla,14.859,Ethanol,Base,Sedan,automatic
1/1/1994,Suzuki,14.861,Gasoline,328i,Convertible,automatic
1/1/1994,Mahindra,14.861,Gasoline,750li,,automatic
1/1/1994,Hyundai,14.861,Bio Diesel,650i,Convertible,automatic
1/1/1994,Nissan,14.861,Ethanol,535i,Sedan,automatic
2/1/1994,Nissan,14.861,Bio Diesel,Technology Package,Hatchback,automatic
2/1/1994,Mahindra,14.861,Bio Diesel,328i,Convertible,automatic
2/1/1994,Suzuki,14.861,Ethanol,328i,Sedan,automatic
2/1/1994,Xiaomi,14.861,Gasoline,2.0T Premium quattro,Sedan,automatic
3/1/1994,Tesla,14.866,Gasoline,128i,Convertible,automatic
3/1/1994,BYD,14.866,Gasoline,Special Edition,Sedan,automatic
3/1/1994,Kia Corporation,14.866,Ethanol,535i,Sedan,automatic
3/1/1994,Toyota,14.875,Ethanol,528i,Sedan,automatic
4/1/1994,Suzuki,14.875,Ethanol,335is,Convertible,automatic
4/1/1994,Tata motors,14.875,Diesel,528i,Sedan,automatic
4/1/1994,Mahindra,14.875,Diesel,650i,Convertible,automatic
4/1/1994,Toyota,14.882,Gasoline,528i,Sedan,automatic
5/1/1994,Suzuki,14.882,Gasoline,650i,Convertible,automatic
5/1/1994,Mahindra,14.882,Gasoline,3.0T Premium quattro,Sedan,automatic
5/1/1994,Hyundai,14.882,Bio Diesel,640i,Convertible,automatic
5/1/1994,Nissan,14.9,Ethanol,Technology Package,Sedan,automatic
6/1/1994,Nissan,14.9,Bio Diesel,328i,Convertible,automatic
6/1/1994,Mahindra,14.9,Bio Diesel,328i,Coupe,automatic
6/1/1994,Suzuki,14.9,Ethanol,650i,Coupe,automatic
6/1/1994,Xiaomi,14.911,Gasoline,740i,Sedan,automatic
7/1/1994,Tesla,14.911,Gasoline,Base,Sedan,automatic
7/1/1994,BYD,14.911,Gasoline,Base,Sedan,automatic
7/1/1994,Kia Corporation,14.911,Ethanol,4.2 quattro,Coupe,automatic
7/1/1994,Toyota,14.952,Ethanol,328i,Sedan,automatic
8/1/1994,Suzuki,14.952,Ethanol,328i,Coupe,automatic
8/1/1994,Tata motors,14.952,Diesel,Base,Sedan,automatic
8/1/1994,Mahindra,14.952,Diesel,328i,Coupe,automatic
8/1/1994,Toyota,14.975,Gasoline,740i,Sedan,automatic
9/1/1994,Suzuki,14.975,Gasoline,750li,,automatic
9/1/1994,Mahindra,14.975,Gasoline,528i,Sedan,automatic
9/1/1994,Hyundai,14.984,Bio Diesel,3.0T Premium quattro,Sedan,automatic
9/1/1994,Nissan,14.984,Ethanol,328i,Sedan,automatic
1/1/1995,Suzuki,14.984,Gasoline,650i,Convertible,automatic
1/1/1995,Mahindra,14.984,Gasoline,750li,,automatic
1/1/1995,Hyundai,14.991,Bio Diesel,750li,,automatic
1/1/1995,Nissan,14.991,Ethanol,328i,Convertible,automatic
2/1/1995,Nissan,14.991,Bio Diesel,Technology Package,SUV,automatic
2/1/1995,Mahindra,14.991,Bio Diesel,,,automatic
2/1/1995,Suzuki,15.004,Ethanol,xDrive28i,SUV,automatic
2/1/1995,Xiaomi,15.004,Gasoline,650i,Convertible,automatic
3/1/1995,Tesla,15.004,Gasoline,Base,Sedan,automatic
3/1/1995,BYD,15.004,Gasoline,528i,Sedan,automatic
3/1/1995,Kia Corporation,15.047,Ethanol,740Li,Sedan,automatic
3/1/1995,Toyota,15.047,Ethanol,Base,Hatchback,automatic
4/1/1995,Suzuki,15.047,Gasoline,328i,Sedan,automatic
4/1/1995,Tata motors,15.047,Gasoline,650i,Convertible,automatic
4/1/1995,Mahindra,15.058,Ethanol,750li,,automatic
4/1/1995,Toyota,15.058,Ethanol,328i,Convertible,automatic
5/1/1995,Suzuki,15.058,Ethanol,650i,Convertible,automatic
5/1/1995,Mahindra,15.058,Diesel,128i,Convertible,automatic
5/1/1995,Hyundai,15.061,Diesel,xDrive28i,SUV,automatic
5/1/1995,Nissan,15.061,Gasoline,750i,,automatic
6/1/1995,BYD,15.061,Bio Diesel,Technology Package,Sedan,automatic
6/1/1995,Kia Corporation,15.061,Bio Diesel,Premium Plus quattro,Coupe,automatic
6/1/1995,BYD,15.074,Ethanol,3.2 Premium Plus quattro,SUV,automatic
6/1/1995,Nissan,15.074,Bio Diesel,xdr 750i xdriv,,automatic
6/1/1995,Mahindra,15.074,Bio Diesel,750li,,automatic
6/1/1995,Suzuki,15.074,Ethanol,Technology and Entertainment Packages,SUV,automatic
6/1/1995,Nissan,15.088,Gasoline,740i,Sedan,automatic
6/1/1995,Mahindra,15.088,Gasoline,550i,Sedan,automatic
6/1/1995,Suzuki,15.088,Bio Diesel,3.0T Premium quattro,Sedan,automatic
6/1/1995,Xiaomi,15.088,Ethanol,750li,,automatic
6/1/1995,Tesla,15.091,Gasoline,740Li,Sedan,automatic
6/1/1995,BYD,15.091,Gasoline,535i,Sedan,automatic
6/1/1995,Kia Corporation,15.091,Bio Diesel,Special Edition,Sedan,automatic
7/1/1995,Tesla,15.093,Gasoline,328i,Coupe,automatic
7/1/1995,Mahindra,15.093,Gasoline,2.0T Premium quattro,Sedan,automatic
7/1/1995,Suzuki,15.093,Gasoline,328i,Sedan,automatic
7/1/1995,Tesla,15.093,Ethanol,328i,Convertible,automatic
7/1/1995,Xiaomi,15.096,Gasoline,650i,Convertible,automatic
7/1/1995,Tesla,15.096,Gasoline,Technology Package,Hatchback,automatic
7/1/1995,BYD,15.096,Gasoline,2.0T Premium quattro,Sedan,automatic
7/1/1995,Kia Corporation,15.096,Ethanol,640i,Convertible,automatic
7/1/1995,Tesla,15.099,Bio Diesel,328i,Convertible,automatic
7/1/1995,BYD,15.099,Bio Diesel,528i,Sedan,automatic
7/1/1995,Kia Corporation,15.099,Ethanol,535i xDrive,Sedan,automatic
7/1/1995,BYD,15.109,Gasoline,640i,Coupe,automatic
7/1/1995,Toyota,15.109,Ethanol,750li,,automatic
7/1/1995,Suzuki,15.109,Bio Diesel,Base,SUV,automatic
7/1/1995,Tata motors,15.109,Bio Diesel,535i,Sedan,automatic
7/1/1995,Mahindra,15.109,Ethanol,650i,Convertible,automatic
8/1/1995,Toyot+B2:B85a,15.109,Ethanol,SE,Sedan,automatic
8/1/1995,Suzuki,15.109,Ethanol,E-350 Super Duty XL,Van,
8/1/1995,Tata motors,15.109,Diesel,Limited,SUV,automatic
8/1/1995,Mahindra,15.114,Diesel,SE,Sedan,automatic
8/1/1995,Toyota,15.114,Ethanol,SEL,SUV,automatic
8/1/1995,Suzuki,15.114,Ethanol,xDrive35i Premium,SUV,automatic
8/1/1995,Tata motors,15.135,Diesel,Base,SUV,automatic
8/1/1995,Mahindra,15.135,Diesel,LT,Crew Cab,automatic
8/1/1995,Tesla,15.135,Gasoline,SEL,SUV,automatic
8/1/1995,Mahindra,15.135,Gasoline,Titanium,Hatchback,automatic
8/1/1995,Suzuki,15.162,Ethanol,Limited,Wagon,
8/1/1995,Tesla,15.162,Ethanol,sDrive28i,Convertible,automatic
8/1/1995,Toyota,15.162,Gasoline,xDrive35d,SUV,automatic
8/1/1995,Suzuki,15.162,Gasoline,LT Fleet,Sedan,automatic
8/1/1995,Mahindra,15.166,Gasoline,LS,SUV,automatic
8/1/1995,Hyundai,15.166,Ethanol,LS Fleet,Sedan,automatic
9/1/1995,Toyota,15.166,Gasoline,Titanium,Hatchback,automatic
9/1/1995,Toyota,15.166,Gasoline,SE,Sedan,automatic
9/1/1995,Nissan,15.17,Ethanol,Work Truck,Crew Cab,automatic
9/1/1995,Mahindra,15.17,Diesel,Lariat,Crew Cab,automatic
9/1/1995,Suzuki,15.17,Diesel,Leather Group,SUV,automatic
9/1/1995,Xiaomi,15.17,Gasoline,SES,Hatchback,automatic
9/1/1995,Nissan,15.175,Ethanol,LT Fleet,Sedan,automatic
1/1/1996,Nissan,15.175,Ethanol,Limited,SUV,
1/1/1996,Mahindra,15.175,Diesel,Sport,Hatchback,manual
1/1/1996,Suzuki,15.175,Diesel,xDrive35i Premium,SUV,automatic
1/1/1996,Xiaomi,15.183,Gasoline,LX,Sedan,automatic
2/1/1996,Tesla,15.183,Gasoline,SEL,Hatchback,automatic
2/1/1996,BYD,15.183,Gasoline,SE,Hatchback,manual
2/1/1996,Kia Corporation,15.183,Bio Diesel,SEL,SUV,automatic
2/1/1996,Toyota,15.207,Ethanol,SEL,SUV,automatic
3/1/1996,Suzuki,15.207,Bio Diesel,XLS,SUV,automatic
3/1/1996,Tata motors,15.207,Bio Diesel,SXT,SUV,automatic
3/1/1996,Mahindra,15.225,Ethanol,SE,SUV,automatic
3/1/1996,Toyota,15.225,Gasoline,SEL,Sedan,automatic
4/1/1996,Suzuki,15.225,Gasoline,sDrive28i,Convertible,automatic
4/1/1996,Mahindra,15.232,Gasoline,SRT8,Sedan,automatic
4/1/1996,Hyundai,15.232,Ethanol,SE,Wagon,automatic
4/1/1996,Nissan,15.232,Ethanol,Limited,Wagon,automatic
5/1/1996,Nissan,15.232,Ethanol,xDrive50i,SUV,automatic
5/1/1996,Mahindra,15.256,Diesel,wagon v8 xlt,,automatic
5/1/1996,Suzuki,15.256,Diesel,LS,Sedan,manual
5/1/1996,Xiaomi,15.256,Gasoline,xDrive35d,SUV,automatic
6/1/1996,Tesla,15.256,Gasoline,LT,Convertible,automatic
6/1/1996,BYD,15.256,Gasoline,LT,SUV,automatic
6/1/1996,Kia Corporation,15.256,Bio Diesel,S V6,Sedan,automatic
6/1/1996,BYD,15.256,Ethanol,XLT,SuperCrew,
6/1/1996,Suzuki,15.256,Gasoline,Base,SUV,automatic
6/1/1996,Tata motors,15.267,Gasoline,Limited,SUV,automatic
6/1/1996,Mahindra,15.267,Bio Diesel,xDrive35d,SUV,
7/1/1996,Tesla,15.267,Bio Diesel,C Pop,Convertible,manual
7/1/1996,Mahindra,15.267,Bio Diesel,xDrive28i,SUV,automatic
7/1/1996,Suzuki,15.271,Ethanol,LS Fleet,Sedan,automatic
7/1/1996,Tesla,15.271,Gasoline,Leather Group,SUV,automatic
7/1/1996,Toyota,15.271,Ethanol,LTZ Fleet,SUV,automatic
7/1/1996,Suzuki,15.271,Bio Diesel,LT Fleet,Sedan,automatic
7/1/1996,Mahindra,15.274,Bio Diesel,Work Truck,Crew Cab,automatic
7/1/1996,Hyundai,15.274,Ethanol,Luxury,SUV,automatic
8/1/1996,Nissan,15.274,Gasoline,Limited,SUV,automatic
8/1/1996,Mahindra,15.274,Gasoline,American Value Package,Minivan,automatic
8/1/1996,Suzuki,15.275,Ethanol,1LT,Sedan,automatic
8/1/1996,Xiaomi,15.275,Ethanol,SXT,Minivan,automatic
8/1/1996,Nissan,15.275,Gasoline,Limited,SUV,automatic
8/1/1996,Nissan,15.275,Gasoline,LX,Sedan,automatic
8/1/1996,Mahindra,15.299,Gasoline,SE,SUV,automatic
8/1/1996,Suzuki,15.299,Ethanol,xDrive50i,SUV,automatic
8/1/1996,Xiaomi,15.299,Ethanol,SE,Hatchback,automatic
9/1/1996,Tesla,15.299,Ethanol,2LT,Sedan,automatic
9/1/1996,BYD,15.301,Diesel,SE,SUV,automatic
9/1/1996,Kia Corporation,15.301,Diesel,LT,Sedan,automatic
9/1/1996,Toyota,15.301,Gasoline,S,Sedan,automatic
1/1/1997,Tesla,15.301,Gasoline,Premium,CTS Coupe,automatic
1/1/1997,BYD,15.308,Gasoline,SE,Sedan,automatic
1/1/1997,Kia Corporation,15.308,Ethanol,LT,Extended Cab,
1/1/1997,Toyota,15.308,Ethanol,LS,Sedan,automatic
2/1/1997,Suzuki,15.308,Ethanol,SE,Sedan,automatic
2/1/1997,Tata motors,15.321,Diesel,FX2,SuperCrew,automatic
2/1/1997,Mahindra,15.321,Diesel,xDrive35i Premium,SUV,automatic
2/1/1997,Toyota,15.321,Gasoline,SEL,SUV,automatic
3/1/1997,Suzuki,15.321,Gasoline,SXT,Minivan,automatic
3/1/1997,Mahindra,15.336,Gasoline,SEL,SUV,automatic
3/1/1997,Hyundai,15.336,Bio Diesel,Touring,Minivan,automatic
3/1/1997,Nissan,15.336,Ethanol,LT Fleet,Sedan,automatic
4/1/1997,Nissan,15.338,Bio Diesel,2LT,Sedan,automatic
4/1/1997,Mahindra,15.338,Bio Diesel,SE,Hatchback,automatic
4/1/1997,Suzuki,15.338,Ethanol,SXT,Minivan,automatic
4/1/1997,Xiaomi,15.338,Gasoline,Premium,SUV,automatic
5/1/1997,Tesla,15.338,Gasoline,E-150,E-Series Van,automatic
5/1/1997,BYD,15.338,Gasoline,Base,Hatchback,automatic
5/1/1997,Kia Corporation,15.338,Ethanol,1LT,Sedan,automatic
5/1/1997,BYD,15.338,Ethanol,Hybrid,Sedan,automatic
6/1/1997,Tesla,15.358,Ethanol,SE,Sedan,automatic
6/1/1997,Mahindra,15.358,Diesel,SE,Hatchback,automatic
6/1/1997,Suzuki,15.358,Diesel,SEL,Hatchback,automatic
6/1/1997,Tesla,15.358,Gasoline,1LT,Sedan,automatic
7/1/1997,Toyot+B2:B85a,15.359,Gasoline,Work Truck,Extended Cab,automatic
7/1/1997,Suzuki,15.359,Gasoline,xDrive35i,SUV,automatic
7/1/1997,Tata motors,15.359,Bio Diesel,LT,Sedan,automatic
7/1/1997,Mahindra,15.359,Ethanol,E-350 Super Duty XL,Van,automatic
7/1/1997,Tesla,15.368,Diesel,xDrive35i Premium,SUV,automatic
7/1/1997,BYD,15.368,Diesel,XLT,SUV,automatic
7/1/1997,Kia Corporation,15.368,Gasoline,1500,Van,automatic
7/1/1997,Toyota,15.368,Gasoline,LT Fleet,Sedan,automatic
8/1/1997,Toyota,15.371,Bio Diesel,Eco,Sedan,manual
8/1/1997,Suzuki,15.371,Bio Diesel,wagon v8,,automatic
8/1/1997,Mahindra,15.371,Ethanol,SEL,Sedan,automatic
8/1/1997,Hyundai,15.371,Gasoline,Leather Group,SUV,automatic
8/1/1997,Suzuki,15.372,Gasoline,xDrive35i Premium,SUV,automatic
8/1/1997,Tata motors,15.372,Bio Diesel,1LT,Sedan,automatic
8/1/1997,Mahindra,15.372,Ethanol,SE,Sedan,automatic
8/1/1997,Toyota,15.372,Bio Diesel,SE,Sedan,automatic
9/1/1997,Nissan,15.379,Gasoline,LT Fleet,Sedan,automatic
9/1/1997,Nissan,15.379,Gasoline,trim,body,transmission
9/1/1997,Mahindra,15.379,Ethanol,LX,SUV,automatic
9/1/1997,Suzuki,15.379,Ethanol,LX,SUV,automatic
9/1/1997,Xiaomi,15.38,Ethanol,328i SULEV,Sedan,automatic
9/1/1997,Suzuki,15.38,Bio Diesel,T5,Sedan,automatic
9/1/1997,Mahindra,15.38,Ethanol,650i,Sedan,automatic
9/1/1997,Hyundai,15.38,Gasoline,2.5 S,Sedan,automatic
1/1/1998,Nissan,15.385,Gasoline,Base,Sedan,automatic
1/1/1998,Nissan,15.385,Gasoline,1LT,Sedan,automatic
1/1/1998,Mahindra,15.385,Ethanol,2.0T Premium Plus quattro,Sedan,automatic
1/1/1998,Suzuki,15.385,Ethanol,LT,Convertible,automatic
2/1/1998,Xiaomi,15.394,Ethanol,3.0T Prestige quattro,Sedan,automatic
2/1/1998,Tesla,15.394,Diesel,LX,Sedan,automatic
2/1/1998,BYD,15.394,Diesel,SE,Sedan,automatic
2/1/1998,Kia Corporation,15.394,Gasoline,LX,SUV,automatic
3/1/1998,Toyota,15.405,Gasoline,2LT,Sedan,automatic
3/1/1998,Suzuki,15.405,Gasoline,2.5 S,Sedan,automatic
3/1/1998,Tata motors,15.405,Bio Diesel,SE,Sedan,automatic
3/1/1998,Mahindra,15.405,Ethanol,2.0T Premium Plus quattro,SUV,automatic
4/1/1998,Toyota,15.407,Bio Diesel,LS,Coupe,automatic
4/1/1998,Suzuki,15.407,Bio Diesel,650i,Convertible,automatic
4/1/1998,Mahindra,15.407,Ethanol,LTZ,Sedan,automatic
4/1/1998,Hyundai,15.407,Gasoline,528i,Sedan,automatic
5/1/1998,Nissan,15.431,Gasoline,LT,Convertible,automatic
5/1/1998,Nissan,15.431,Gasoline,1.8 TFSI Premium,Sedan,automatic
5/1/1998,Mahindra,15.431,Ethanol,650i,Convertible,automatic
5/1/1998,Suzuki,15.431,Ethanol,SE,Sedan,automatic
6/1/1998,Xiaomi,15.434,Ethanol,T6,Wagon,automatic
6/1/1998,Tesla,15.434,Diesel,T6,Wagon,automatic
6/1/1998,BYD,15.434,Diesel,sDrive35i,SUV,automatic
6/1/1998,Kia Corporation,15.452,Gasoline,LT,Coupe,automatic
7/1/1998,Toyota,15.452,Gasoline,1LT,Sedan,automatic
7/1/1998,Suzuki,15.452,Gasoline,3.0T Premium Plus quattro,SUV,automatic
7/1/1998,Tata motors,15.452,Bio Diesel,LX,SUV,automatic
7/1/1998,Mahindra,15.456,Ethanol,Premium Plus quattro,Coupe,automatic
8/1/1998,Toyota,15.456,Bio Diesel,LX,SUV,automatic
8/1/1998,Suzuki,15.456,Bio Diesel,Convenience Group,Sedan,
8/1/1998,Mahindra,15.462,Ethanol,LTZ,SUV,automatic
8/1/1998,Hyundai,15.462,Gasoline,328i SULEV,Sedan,automatic
9/1/1998,Nissan,15.462,Gasoline,Base,Sedan,automatic
9/1/1998,Nissan,15.466,Gasoline,328i SULEV,Sedan,automatic
9/1/1998,Mahindra,15.466,Ethanol,Base,Coupe,automatic
9/1/1998,Suzuki,15.466,Ethanol,SE,Sedan,automatic
12/1/1998,Hyundai,15.466,Ethanol,650i,Convertible,automatic
1/1/1999,Nissan,15.471,Bio Diesel,T5,Wagon,automatic
1/1/1999,Nissan,15.471,Bio Diesel,1LT,Sedan,
1/1/1999,Mahindra,15.471,Ethanol,xDrive35i,SUV,automatic
1/1/1999,Suzuki,15.484,Gasoline,T5,Wagon,automatic
2/1/1999,Xiaomi,15.484,Gasoline,2LT,Sedan,automatic
2/1/1999,Tesla,15.484,Gasoline,Technology Package,Sedan,automatic
2/1/1999,BYD,15.484,Ethanol,LX,SUV,automatic
2/1/1999,Kia Corporation,15.486,Ethanol,T5,Wagon,automatic
3/1/1999,BYD,15.486,Ethanol,2.5 S,Sedan,automatic
3/1/1999,Tesla,15.486,Diesel,650i,Sedan,automatic
3/1/1999,Mahindra,15.486,Diesel,2.5 S,Sedan,automatic
3/1/1999,Suzuki,15.491,Gasoline,Luxury,Sedan,automatic
4/1/1999,Tesla,15.491,Gasoline,LX,SUV,automatic
4/1/1999,Toyot+B2:B85a,15.491,Gasoline,LT,Sedan,automatic
4/1/1999,Suzuki,15.498,Bio Diesel,Base,SUV,automatic
4/1/1999,Tata motors,15.498,Ethanol,LX,SUV,automatic
5/1/1999,Mahindra,15.498,Bio Diesel,Base,Sedan,automatic
5/1/1999,Toyota,15.498,Bio Diesel,Luxury,Sedan,automatic
5/1/1999,Suzuki,15.513,Ethanol,1.8 TFSI Premium,Sedan,automatic
5/1/1999,Mahindra,15.513,Gasoline,1.6 SL,Sedan,manual
6/1/1999,Hyundai,15.513,Gasoline,LT,Coupe,automatic
6/1/1999,Nissan,15.52,Gasoline,SE,Sedan,automatic
6/1/1999,Nissan,15.52,Ethanol,LX,SUV,automatic
6/1/1999,Mahindra,15.52,Ethanol,LT,Coupe,automatic
7/1/1999,Xiaomi,15.52,Gasoline,1.8 TFSI Premium,Sedan,automatic
7/1/1999,Tesla,15.521,Gasoline,650i,Convertible,automatic
7/1/1999,BYD,15.521,Ethanol,1.6 SV,Hatchback,automatic
7/1/1999,Suzuki,15.521,Ethanol,L 3.0T quattro,Sedan,automatic
7/1/1999,Xiaomi,15.521,Diesel,sDrive28i,SUV,automatic
7/1/1999,Tesla,15.528,Diesel,750Li,Sedan,automatic
7/1/1999,BYD,15.528,Gasoline,LT,Coupe,automatic
7/1/1999,Hyundai,15.528,Gasoline,T5,Wagon,automatic
7/1/1999,Nissan,15.528,Gasoline,650i,Coupe,automatic
7/1/1999,Nissan,15.534,Ethanol,LT,Coupe,automatic
8/1/1999,Kia Corporation,15.534,Ethanol,650i,Sedan,automatic
8/1/1999,Toyota,15.534,Ethanol,LX,SUV,automatic
8/1/1999,Suzuki,15.534,Diesel,LX,SUV,automatic
8/1/1999,Tata motors,15.545,Diesel,Leather Group,SUV,automatic
8/1/1999,Kia Corporation,15.545,Gasoline,Base,Sedan,automatic
8/1/1999,Toyota,15.545,Gasoline,Base,Sedan,automatic
8/1/1999,Suzuki,15.545,Bio Diesel,quattro,Coupe,automatic
8/1/1999,Tata motors,15.561,Ethanol,SE,Sedan,automatic
8/1/1999,Mahindra,15.561,Ethanol,428i SULEV,Coupe,automatic
8/1/1999,Suzuki,15.561,Ethanol,LX,SUV,automatic
8/1/1999,Xiaomi,15.561,Diesel,2LT,Sedan,automatic
8/1/1999,Tesla,15.563,Diesel,2LT,Sedan,automatic
9/1/1999,Mahindra,15.563,Gasoline,Work Truck,Crew Cab,
9/1/1999,Toyota,15.563,Gasoline,LX,SUV,automatic
9/1/1999,Suzuki,15.563,Gasoline,SE,Sedan,automatic
9/1/1999,Mahindra,15.568,Bio Diesel,SE,Sedan,automatic
